CD_CVM;DENOM_CIA;CNPJ_CIA;SETOR_ATIV;Numero_Acoes;Ticker;Tipo_Acao;Ano;Versao;Ativo Total;Ativo Circulante;Passivo Total;Passivo Circulante;Empréstimos e Financiamentos - Circulante;Passivo Não Circulante;Empréstimos e Financiamentos - Não Circulante;Patrimônio Líquido Consolidado;Receita de Venda de Bens e/ou Serviços;Custo dos Bens e/ou Serviços Vendidos;Resultado Bruto;Resultado Antes do Resultado Financeiro e dos Tributos;Resultado Financeiro;Receitas Financeiras;Despesas Financeiras;Resultado Antes dos Tributos sobre o Lucro;Lucro/Prejuízo Consolidado do Período;Caixa Líquido Atividades Operacionais;Pagamento de Dividendos;Pagamento de Dividendos à Controladora;Pagamento de Dividendos a Acionistas Não Controladores;Pagamento de Juros sobre Capital Próprio
11070;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;33.228.024/0001-51;Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças;16571220;WLMM3;Ordinárias;2024;DFP;1008709;631472;1008709;246564;28380;59572;13105;702573;2379737;-2086570;293167;-133235;159932;18431;-21685;-3254;156678;24461;0;;;
11070;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;33.228.024/0001-51;Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças;19843450; WLMM4;Preferenciais;2023;DFP;811565;455021;811565;133419;23719;55737;6482;622409;1974513;-1711196;263317;-110331;152986;16205;-3784;12421;165407;-144348;0;;;
11070;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;33.228.024/0001-51;Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças;19843450; WLMM4;Preferenciais;2024;DFP;1008709;631472;1008709;246564;28380;59572;13105;702573;2379737;-2086570;293167;-133235;159932;18431;-21685;-3254;156678;24461;0;;;
11592;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Petroquímicos e Borracha;38985383;UNIP3;Ordinárias;2023;DFP;5994445;2603075;5994445;1495805;186458;2143307;1220540;2355333;7270406;-4015101;3255305;-875047;2380258;-21412;-306856;-328268;2051990;2036327;-145724;;;
11592;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Petroquímicos e Borracha;38985383;UNIP3;Ordinárias;2024;DFP;6396491;3043657;6396491;1290184;126214;2658455;1645028;2447852;4897288;-3199994;1697294;-717660;979634;356608;-170781;185827;1165461;1065124;-153800;;;
11592;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Petroquímicos e Borracha;2411646; UNIP5;Preferenciais;2023;DFP;5994445;2603075;5994445;1495805;186458;2143307;1220540;2355333;7270406;-4015101;3255305;-875047;2380258;-21412;-306856;-328268;2051990;2036327;-145724;;;
11592;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Petroquímicos e Borracha;2411646; UNIP5;Preferenciais;2024;DFP;6396491;3043657;6396491;1290184;126214;2658455;1645028;2447852;4897288;-3199994;1697294;-717660;979634;356608;-170781;185827;1165461;1065124;-153800;;;
11592;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Petroquímicos e Borracha;70225124; UNIP6;Preferenciais;2023;DFP;5994445;2603075;5994445;1495805;186458;2143307;1220540;2355333;7270406;-4015101;3255305;-875047;2380258;-21412;-306856;-328268;2051990;2036327;-145724;;;
11592;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Petroquímicos e Borracha;70225124; UNIP6;Preferenciais;2024;DFP;6396491;3043657;6396491;1290184;126214;2658455;1645028;2447852;4897288;-3199994;1697294;-717660;979634;356608;-170781;185827;1165461;1065124;-153800;;;
11592;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Petroquímicos e Borracha;38985383;UNIP3;Ordinárias;2023;DFP;5994445;2603075;5994445;1495805;186458;2143307;1220540;2355333;7270406;-4015101;3255305;-875047;2380258;-21412;-306856;-328268;2051990;2036327;-145724;;;
11592;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Petroquímicos e Borracha;38985383;UNIP3;Ordinárias;2024;DFP;6396491;3043657;6396491;1290184;126214;2658455;1645028;2447852;4897288;-3199994;1697294;-717660;979634;356608;-170781;185827;1165461;1065124;-153800;;;
11592;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Petroquímicos e Borracha;2411646; UNIP5;Preferenciais;2023;DFP;5994445;2603075;5994445;1495805;186458;2143307;1220540;2355333;7270406;-4015101;3255305;-875047;2380258;-21412;-306856;-328268;2051990;2036327;-145724;;;
11592;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Petroquímicos e Borracha;2411646; UNIP5;Preferenciais;2024;DFP;6396491;3043657;6396491;1290184;126214;2658455;1645028;2447852;4897288;-3199994;1697294;-717660;979634;356608;-170781;185827;1165461;1065124;-153800;;;
11592;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Petroquímicos e Borracha;70225124; UNIP6;Preferenciais;2023;DFP;5994445;2603075;5994445;1495805;186458;2143307;1220540;2355333;7270406;-4015101;3255305;-875047;2380258;-21412;-306856;-328268;2051990;2036327;-145724;;;
11592;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Petroquímicos e Borracha;70225124; UNIP6;Preferenciais;2024;DFP;6396491;3043657;6396491;1290184;126214;2658455;1645028;2447852;4897288;-3199994;1697294;-717660;979634;356608;-170781;185827;1165461;1065124;-153800;;;
11762;VULCABRAS S.A.;50.926.955/0001-42;Têxtil e Vestuário;271667000;VULC3;Ordinárias;2023;DFP;2520756;1593107;2520756;569971;56139;238951;133410;1711834;2536936;-1599498;937438;-493871;443567;125916;-84618;41298;484865;300625;337630;;;
11762;VULCABRAS S.A.;50.926.955/0001-42;Têxtil e Vestuário;271667000;VULC3;Ordinárias;2024;DFP;2775153;1960627;2775153;511680;56070;268177;203253;1995296;2817679;-1641645;1176034;-633514;542520;86204;-90979;-4775;537745;523252;333995;;;
11932;IOCHPE MAXION S.A.;61.156.113/0001-75;Máquinas, Equipamentos, Veículos e Peças;149769774;MYPK3;Ordinárias;2023;DFP;15195455;7886325;15195455;4768463;502106;6134185;5433377;4292807;16947869;-15139227;1808642;-562958;1245684;114455;-732119;-617664;628020;1878665;3040617;;;
11932;IOCHPE MAXION S.A.;61.156.113/0001-75;Máquinas, Equipamentos, Veículos e Peças;149769774;MYPK3;Ordinárias;2024;DFP;14534116;7514152;14534116;4617386;451023;5831701;5133934;4085029;14955220;-13446975;1508245;-725669;782576;483667;-1001543;-517876;264700;1993295;2291506;;;
11932;IOCHPE MAXION S.A.;61.156.113/0001-75;Máquinas, Equipamentos, Veículos e Peças;149769774;MYPK3;Ordinárias;2023;DFP;15195455;7886325;15195455;4768463;502106;6134185;5433377;4292807;16947869;-15139227;1808642;-562958;1245684;114455;-732119;-617664;628020;1878665;3040617;;;
11932;IOCHPE MAXION S.A.;61.156.113/0001-75;Máquinas, Equipamentos, Veículos e Peças;149769774;MYPK3;Ordinárias;2024;DFP;14534116;7514152;14534116;4617386;451023;5831701;5133934;4085029;14955220;-13446975;1508245;-725669;782576;483667;-1001543;-517876;264700;1993295;2291506;;;
11932;IOCHPE MAXION S.A.;61.156.113/0001-75;Máquinas, Equipamentos, Veículos e Peças;149769774;MYPK3;Ordinárias;2023;DFP;15195455;7886325;15195455;4768463;502106;6134185;5433377;4292807;16947869;-15139227;1808642;-562958;1245684;114455;-732119;-617664;628020;1878665;3040617;;;
11932;IOCHPE MAXION S.A.;61.156.113/0001-75;Máquinas, Equipamentos, Veículos e Peças;149769774;MYPK3;Ordinárias;2024;DFP;14534116;7514152;14534116;4617386;451023;5831701;5133934;4085029;14955220;-13446975;1508245;-725669;782576;483667;-1001543;-517876;264700;1993295;2291506;;;
11975;AZEVEDO E TRAVASSOS S.A.;61.351.532/0001-68;Construção Civil, Mat. Constr. e Decoração;201978757;AZEV3;Ordinárias;2023;DFP;546838;179373;546838;228221;57296;221617;16460;97000;384469;-374184;10285;-137830;-127545;1448;-26284;-24836;-152381;-92535;14867;;;
11975;AZEVEDO E TRAVASSOS S.A.;61.351.532/0001-68;Construção Civil, Mat. Constr. e Decoração;201978757;AZEV3;Ordinárias;2024;DFP;724477;156636;724477;318015;72420;89342;9287;317120;429819;-387723;42096;-132279;-90183;1159;-40490;-39331;-129514;-89501;-4559;;;
11975;AZEVEDO E TRAVASSOS S.A.;61.351.532/0001-68;Construção Civil, Mat. Constr. e Decoração;390776840; AZEV4;Preferenciais;2023;DFP;546838;179373;546838;228221;57296;221617;16460;97000;384469;-374184;10285;-137830;-127545;1448;-26284;-24836;-152381;-92535;14867;;;
11975;AZEVEDO E TRAVASSOS S.A.;61.351.532/0001-68;Construção Civil, Mat. Constr. e Decoração;390776840; AZEV4;Preferenciais;2024;DFP;724477;156636;724477;318015;72420;89342;9287;317120;429819;-387723;42096;-132279;-90183;1159;-40490;-39331;-129514;-89501;-4559;;;
11975;AZEVEDO E TRAVASSOS S.A.;61.351.532/0001-68;Construção Civil, Mat. Constr. e Decoração;; AZEV11;Outras;2023;DFP;546838;179373;546838;228221;57296;221617;16460;97000;384469;-374184;10285;-137830;-127545;1448;-26284;-24836;-152381;-92535;14867;;;
11975;AZEVEDO E TRAVASSOS S.A.;61.351.532/0001-68;Construção Civil, Mat. Constr. e Decoração;; AZEV11;Outras;2024;DFP;724477;156636;724477;318015;72420;89342;9287;317120;429819;-387723;42096;-132279;-90183;1159;-40490;-39331;-129514;-89501;-4559;;;
11991;WETZEL S.A.;84.683.671/0001-94;Metalurgia e Siderurgia;1372002;MWET4;Preferenciais;2023;DFP;267741;111766;267741;106455;19292;171069;21573;-9783;293024;-246209;46815;-38875;7940;27650;-24036;3614;11554;6028;-216078;;;
11991;WETZEL S.A.;84.683.671/0001-94;Metalurgia e Siderurgia;1372002;MWET4;Preferenciais;2024;DFP;299742;117289;299742;116089;22910;189445;36499;-5792;268096;-234024;34072;-46119;-12047;2302;-29298;-26996;-39043;-8499;-375720;;;
12572;RECRUSUL S.A.;91.333.666/0001-17;Máquinas, Equipamentos, Veículos e Peças;10663876;RCSL3;Ordinárias;2023;DFP;58155;29437;58155;22383;99;41450;0;-5678;74091;-65067;9024;-1915;7109;3;-19736;-19733;-12624;-57892;;;;
12572;RECRUSUL S.A.;91.333.666/0001-17;Máquinas, Equipamentos, Veículos e Peças;10663876;RCSL3;Ordinárias;2024;DFP;60626;27981;60626;20828;256;39325;0;473;56747;-50414;6333;-8630;-2297;6;-2883;-2877;-5174;-8829;;;;
12572;RECRUSUL S.A.;91.333.666/0001-17;Máquinas, Equipamentos, Veículos e Peças;21158418; RCSL4;Preferenciais;2023;DFP;58155;29437;58155;22383;99;41450;0;-5678;74091;-65067;9024;-1915;7109;3;-19736;-19733;-12624;-57892;;;;
12572;RECRUSUL S.A.;91.333.666/0001-17;Máquinas, Equipamentos, Veículos e Peças;21158418; RCSL4;Preferenciais;2024;DFP;60626;27981;60626;20828;256;39325;0;473;56747;-50414;6333;-8630;-2297;6;-2883;-2877;-5174;-8829;;;;
12653;KLABIN S.A.;89.637.490/0001-45;Papel e Celulose;2268903078;KLBN3;Ordinárias;2023;DFP;47639430;12504004;47639430;6569360;485046;29501804;25013211;11568266;20032699;-10517844;9514855;-2824261;6690594;580706;-672145;-91439;6599155;8420814;-4558013;;;
12653;KLABIN S.A.;89.637.490/0001-45;Papel e Celulose;2268903078;KLBN3;Ordinárias;2024;DFP;55434690;16497088;55434690;5875741;456083;35826419;29780401;13732530;18023749;-11174303;6849446;-2600236;4249210;591193;-1026346;-435153;3814057;6745314;-2185019;;;
12653;KLABIN S.A.;89.637.490/0001-45;Papel e Celulose;3805777402; KLBN4;Preferenciais;2023;DFP;47639430;12504004;47639430;6569360;485046;29501804;25013211;11568266;20032699;-10517844;9514855;-2824261;6690594;580706;-672145;-91439;6599155;8420814;-4558013;;;
12653;KLABIN S.A.;89.637.490/0001-45;Papel e Celulose;3805777402; KLBN4;Preferenciais;2024;DFP;55434690;16497088;55434690;5875741;456083;35826419;29780401;13732530;18023749;-11174303;6849446;-2600236;4249210;591193;-1026346;-435153;3814057;6745314;-2185019;;;
12653;KLABIN S.A.;89.637.490/0001-45;Papel e Celulose;1214936096; KLBN11;Outras;2023;DFP;47639430;12504004;47639430;6569360;485046;29501804;25013211;11568266;20032699;-10517844;9514855;-2824261;6690594;580706;-672145;-91439;6599155;8420814;-4558013;;;
12653;KLABIN S.A.;89.637.490/0001-45;Papel e Celulose;1214936096; KLBN11;Outras;2024;DFP;55434690;16497088;55434690;5875741;456083;35826419;29780401;13732530;18023749;-11174303;6849446;-2600236;4249210;591193;-1026346;-435153;3814057;6745314;-2185019;;;
13439;METALURGICA RIOSULENSE S.A.;85.778.074/0001-06;Máquinas, Equipamentos, Veículos e Peças;2495225;RSUL4;Preferenciais;2023;DFP;331039;168654;331039;77814;15863;110168;6393;143057;393625;-251850;141775;-38649;103126;7351;-17631;-10280;92846;51618;-3579;;;
13439;METALURGICA RIOSULENSE S.A.;85.778.074/0001-06;Máquinas, Equipamentos, Veículos e Peças;2495225;RSUL4;Preferenciais;2024;DFP;357679;187143;357679;78252;16784;90316;3118;189111;341433;-194204;147229;-60593;86636;8924;-13009;-4085;82551;73570;-8613;;;
13471;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;51.928.174/0001-50;Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças;12425418;PLAS3;Ordinárias;2023;DFP;747739;260286;747739;626719;0;529587;187860;-408567;848190;-728202;119988;-116403;3585;12988;-112489;-99501;-95916;9949;-107832;;;
13471;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;51.928.174/0001-50;Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças;12425418;PLAS3;Ordinárias;2024;DFP;679089;214298;679089;479800;0;608570;139985;-409281;947129;-831355;115774;-65572;50202;10811;-120397;-109586;-59384;72145;-153742;;;
13765;MINUPAR PARTICIPACOES S.A.;90.076.886/0001-40;Emp. Adm. Part. - Alimentos;7100100;MNPR3;Ordinárias;2023;DFP;297888;162438;297888;539809;15565;94164;160;-336085;365740;-261500;104240;-60314;43926;16516;-47450;-30934;12992;29138;-221;;;
13765;MINUPAR PARTICIPACOES S.A.;90.076.886/0001-40;Emp. Adm. Part. - Alimentos;7100100;MNPR3;Ordinárias;2024;DFP;327297;178029;327297;560972;16680;90500;163;-324175;368066;-272910;95156;-52821;42335;15530;-51116;-35586;6749;14820;83;;;
13781;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;29.780.061/0001-09;Emp. Adm. Part. - Sem Setor Principal;57198087;SCAR3;Ordinárias;2023;DFP;3519439;596495;3519439;233240;0;1798904;1781968;1487295;385143;-151640;233503;-83556;149947;23773;-231524;-207751;-57804;-44383;718126;;;
13781;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;29.780.061/0001-09;Emp. Adm. Part. - Sem Setor Principal;57198087;SCAR3;Ordinárias;2024;DFP;3564533;1045216;3564533;376760;0;1455801;1401061;1731972;1400006;-708098;691908;-139925;551983;44518;-265196;-220678;331305;-7843;10405;;;
13781;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;29.780.061/0001-09;Emp. Adm. Part. - Sem Setor Principal;57198087;SCAR3;Ordinárias;2023;DFP;3519439;596495;3519439;233240;0;1798904;1781968;1487295;385143;-151640;233503;-83556;149947;23773;-231524;-207751;-57804;-44383;718126;;;
13781;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;29.780.061/0001-09;Emp. Adm. Part. - Sem Setor Principal;57198087;SCAR3;Ordinárias;2024;DFP;3564533;1045216;3564533;376760;0;1455801;1401061;1731972;1400006;-708098;691908;-139925;551983;44518;-265196;-220678;331305;-7843;10405;;;
13986;SUZANO S.A.;16.404.287/0001-55;Papel e Celulose;1235908788;SUZB3;Ordinárias;2023;DFP;133197968;37122650;133197968;14492543;674525;85539060;71239562;33166365;49830946;-24821288;25009658;-2786877;22222781;11023170;-4590370;6432800;28655581;21640620;282225;;;
13986;SUZANO S.A.;16.404.287/0001-55;Papel e Celulose;1235908788;SUZB3;Ordinárias;2024;DFP;143593025;38569072;143593025;14795040;766905;83987685;72414445;44810300;39755575;-25076675;14678900;-2462612;12216288;10440090;-4659162;5780928;17997216;17315478;3559286;;;
14109;RANDONCORP S.A.;89.086.144/0001-16;Máquinas, Equipamentos, Veículos e Peças;125841938;RAPT3;Ordinárias;2023;DFP;12882347;7829913;12882347;3900956;169300;5160125;4470224;3821266;11152417;-8527655;2624762;-1372506;1252256;791878;-1162179;-370301;881955;1129815;0;;;
14109;RANDONCORP S.A.;89.086.144/0001-16;Máquinas, Equipamentos, Veículos e Peças;125841938;RAPT3;Ordinárias;2024;DFP;12820143;7387648;12820143;4070902;156719;4853851;4121368;3895390;10887843;-8094488;2793355;-1508787;1284568;846908;-1190236;-343328;941240;2181891;0;;;
14109;RANDONCORP S.A.;89.086.144/0001-16;Máquinas, Equipamentos, Veículos e Peças;222845833; RAPT4;Preferenciais;2023;DFP;12882347;7829913;12882347;3900956;169300;5160125;4470224;3821266;11152417;-8527655;2624762;-1372506;1252256;791878;-1162179;-370301;881955;1129815;0;;;
14109;RANDONCORP S.A.;89.086.144/0001-16;Máquinas, Equipamentos, Veículos e Peças;222845833; RAPT4;Preferenciais;2024;DFP;12820143;7387648;12820143;4070902;156719;4853851;4121368;3895390;10887843;-8094488;2793355;-1508787;1284568;846908;-1190236;-343328;941240;2181891;0;;;
14109;RANDONCORP S.A.;89.086.144/0001-16;Máquinas, Equipamentos, Veículos e Peças;125841938;RAPT3;Ordinárias;2023;DFP;12882347;7829913;12882347;3900956;169300;5160125;4470224;3821266;11152417;-8527655;2624762;-1372506;1252256;791878;-1162179;-370301;881955;1129815;0;;;
14109;RANDONCORP S.A.;89.086.144/0001-16;Máquinas, Equipamentos, Veículos e Peças;125841938;RAPT3;Ordinárias;2024;DFP;12820143;7387648;12820143;4070902;156719;4853851;4121368;3895390;10887843;-8094488;2793355;-1508787;1284568;846908;-1190236;-343328;941240;2181891;0;;;
14109;RANDONCORP S.A.;89.086.144/0001-16;Máquinas, Equipamentos, Veículos e Peças;222845833; RAPT4;Preferenciais;2023;DFP;12882347;7829913;12882347;3900956;169300;5160125;4470224;3821266;11152417;-8527655;2624762;-1372506;1252256;791878;-1162179;-370301;881955;1129815;0;;;
14109;RANDONCORP S.A.;89.086.144/0001-16;Máquinas, Equipamentos, Veículos e Peças;222845833; RAPT4;Preferenciais;2024;DFP;12820143;7387648;12820143;4070902;156719;4853851;4121368;3895390;10887843;-8094488;2793355;-1508787;1284568;846908;-1190236;-343328;941240;2181891;0;;;
14206;BRB BANCO DE BRASILIA S.A.;00.000.208/0001-00;Bancos;320121140;BSLI3;Ordinárias;2023;DFP;41360888;409642;41360888;0;;35538764;28149832;711458;7938306;-4312881;3625425;-3248356;377069;;;-67644;309425;281165;;;;
14206;BRB BANCO DE BRASILIA S.A.;00.000.208/0001-00;Bancos;320121140;BSLI3;Ordinárias;2024;DFP;49947019;201195;49947019;0;;43764236;33489268;747503;7938306;-4307312;3630994;-3383529;247465;;;-9266;238199;281165;;;;
14206;BRB BANCO DE BRASILIA S.A.;00.000.208/0001-00;Bancos;166059947; BSLI4;Preferenciais;2023;DFP;41360888;409642;41360888;0;;35538764;28149832;711458;7938306;-4312881;3625425;-3248356;377069;;;-67644;309425;281165;;;;
14206;BRB BANCO DE BRASILIA S.A.;00.000.208/0001-00;Bancos;166059947; BSLI4;Preferenciais;2024;DFP;49947019;201195;49947019;0;;43764236;33489268;747503;7938306;-4307312;3630994;-3383529;247465;;;-9266;238199;281165;;;;
14311;CIA PARANAENSE DE ENERGIA - COPEL;76.483.817/0001-20;Energia Elétrica;1294522061;CPLE3;Ordinárias;2023;DFP;49703700;9327249;49703700;7156597;252789;21415878;10829033;21131225;20535341;-15605584;4929757;-1980985;2948772;956413;-2962297;-2005884;942888;3902649;-19781;;;
14311;CIA PARANAENSE DE ENERGIA - COPEL;76.483.817/0001-20;Energia Elétrica;1294522061;CPLE3;Ordinárias;2024;DFP;55819074;13715730;55819074;9309433;927538;22317974;13060694;24191667;21479468;-16581428;4898040;-1203326;3694714;1069116;-2274106;-1204990;2489724;3518476;-6886;;;
14311;CIA PARANAENSE DE ENERGIA - COPEL;76.483.817/0001-20;Energia Elétrica;3128000; CPLE5;Preferenciais;2023;DFP;49703700;9327249;49703700;7156597;252789;21415878;10829033;21131225;20535341;-15605584;4929757;-1980985;2948772;956413;-2962297;-2005884;942888;3902649;-19781;;;
14311;CIA PARANAENSE DE ENERGIA - COPEL;76.483.817/0001-20;Energia Elétrica;3128000; CPLE5;Preferenciais;2024;DFP;55819074;13715730;55819074;9309433;927538;22317974;13060694;24191667;21479468;-16581428;4898040;-1203326;3694714;1069116;-2274106;-1204990;2489724;3518476;-6886;;;
14311;CIA PARANAENSE DE ENERGIA - COPEL;76.483.817/0001-20;Energia Elétrica;1675110390; CPLE6;Preferenciais;2023;DFP;49703700;9327249;49703700;7156597;252789;21415878;10829033;21131225;20535341;-15605584;4929757;-1980985;2948772;956413;-2962297;-2005884;942888;3902649;-19781;;;
14311;CIA PARANAENSE DE ENERGIA - COPEL;76.483.817/0001-20;Energia Elétrica;1675110390; CPLE6;Preferenciais;2024;DFP;55819074;13715730;55819074;9309433;927538;22317974;13060694;24191667;21479468;-16581428;4898040;-1203326;3694714;1069116;-2274106;-1204990;2489724;3518476;-6886;;;
14311;CIA PARANAENSE DE ENERGIA - COPEL;76.483.817/0001-20;Energia Elétrica;1294522061;CPLE3;Ordinárias;2023;DFP;49703700;9327249;49703700;7156597;252789;21415878;10829033;21131225;20535341;-15605584;4929757;-1980985;2948772;956413;-2962297;-2005884;942888;3902649;-19781;;;
14311;CIA PARANAENSE DE ENERGIA - COPEL;76.483.817/0001-20;Energia Elétrica;1294522061;CPLE3;Ordinárias;2024;DFP;55819074;13715730;55819074;9309433;927538;22317974;13060694;24191667;21479468;-16581428;4898040;-1203326;3694714;1069116;-2274106;-1204990;2489724;3518476;-6886;;;
14311;CIA PARANAENSE DE ENERGIA - COPEL;76.483.817/0001-20;Energia Elétrica;3128000; CPLE5;Preferenciais;2023;DFP;49703700;9327249;49703700;7156597;252789;21415878;10829033;21131225;20535341;-15605584;4929757;-1980985;2948772;956413;-2962297;-2005884;942888;3902649;-19781;;;
14311;CIA PARANAENSE DE ENERGIA - COPEL;76.483.817/0001-20;Energia Elétrica;3128000; CPLE5;Preferenciais;2024;DFP;55819074;13715730;55819074;9309433;927538;22317974;13060694;24191667;21479468;-16581428;4898040;-1203326;3694714;1069116;-2274106;-1204990;2489724;3518476;-6886;;;
14311;CIA PARANAENSE DE ENERGIA - COPEL;76.483.817/0001-20;Energia Elétrica;1675110390; CPLE6;Preferenciais;2023;DFP;49703700;9327249;49703700;7156597;252789;21415878;10829033;21131225;20535341;-15605584;4929757;-1980985;2948772;956413;-2962297;-2005884;942888;3902649;-19781;;;
14311;CIA PARANAENSE DE ENERGIA - COPEL;76.483.817/0001-20;Energia Elétrica;1675110390; CPLE6;Preferenciais;2024;DFP;55819074;13715730;55819074;9309433;927538;22317974;13060694;24191667;21479468;-16581428;4898040;-1203326;3694714;1069116;-2274106;-1204990;2489724;3518476;-6886;;;
14320;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;60.894.730/0001-05;Metalurgia e Siderurgia;702734028;USIM3;Ordinárias;2023;DFP;40000451;20358661;40000451;5392626;267712;8720075;6066582;25887750;32470510;-26790835;5679675;-3013254;2666421;0;0;612493;3278914;997118;-2007026;;;
14320;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;60.894.730/0001-05;Metalurgia e Siderurgia;702734028;USIM3;Ordinárias;2024;DFP;40161751;17931648;40161751;5514389;369758;8097925;5793223;26549437;27638348;-25850518;1787830;-988394;799436;0;0;366389;1165825;4568077;-2993;;;
14320;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;60.894.730/0001-05;Metalurgia e Siderurgia;528142371; USIM5;Preferenciais;2023;DFP;40000451;20358661;40000451;5392626;267712;8720075;6066582;25887750;32470510;-26790835;5679675;-3013254;2666421;0;0;612493;3278914;997118;-2007026;;;
14320;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;60.894.730/0001-05;Metalurgia e Siderurgia;528142371; USIM5;Preferenciais;2024;DFP;40161751;17931648;40161751;5514389;369758;8097925;5793223;26549437;27638348;-25850518;1787830;-988394;799436;0;0;366389;1165825;4568077;-2993;;;
14320;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;60.894.730/0001-05;Metalurgia e Siderurgia;702734028;USIM3;Ordinárias;2023;DFP;40000451;20358661;40000451;5392626;267712;8720075;6066582;25887750;32470510;-26790835;5679675;-3013254;2666421;0;0;612493;3278914;997118;-2007026;;;
14320;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;60.894.730/0001-05;Metalurgia e Siderurgia;702734028;USIM3;Ordinárias;2024;DFP;40161751;17931648;40161751;5514389;369758;8097925;5793223;26549437;27638348;-25850518;1787830;-988394;799436;0;0;366389;1165825;4568077;-2993;;;
14320;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;60.894.730/0001-05;Metalurgia e Siderurgia;528142371; USIM5;Preferenciais;2023;DFP;40000451;20358661;40000451;5392626;267712;8720075;6066582;25887750;32470510;-26790835;5679675;-3013254;2666421;0;0;612493;3278914;997118;-2007026;;;
14320;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;60.894.730/0001-05;Metalurgia e Siderurgia;528142371; USIM5;Preferenciais;2024;DFP;40161751;17931648;40161751;5514389;369758;8097925;5793223;26549437;27638348;-25850518;1787830;-988394;799436;0;0;366389;1165825;4568077;-2993;;;
14346;WHIRLPOOL S.A.;59.105.999/0001-86;Máquinas, Equipamentos, Veículos e Peças;1028700892;WHRL3;Ordinárias;2023;DFP;8444124;5937849;8444124;5702408;120326;560363;0;2181353;10798149;-9108069;1690080;-935358;754722;686669;-888362;-201693;553029;614476;0;;;
14346;WHIRLPOOL S.A.;59.105.999/0001-86;Máquinas, Equipamentos, Veículos e Peças;1028700892;WHRL3;Ordinárias;2024;DFP;9021134;6388922;9021134;6329202;140148;735416;5659;1956516;11487988;-9521956;1966032;-1162659;803373;1466100;-1946065;-479965;323408;973035;0;;;
14346;WHIRLPOOL S.A.;59.105.999/0001-86;Máquinas, Equipamentos, Veículos e Peças;474085114; WHRL4;Preferenciais;2023;DFP;8444124;5937849;8444124;5702408;120326;560363;0;2181353;10798149;-9108069;1690080;-935358;754722;686669;-888362;-201693;553029;614476;0;;;
14346;WHIRLPOOL S.A.;59.105.999/0001-86;Máquinas, Equipamentos, Veículos e Peças;474085114; WHRL4;Preferenciais;2024;DFP;9021134;6388922;9021134;6329202;140148;735416;5659;1956516;11487988;-9521956;1966032;-1162659;803373;1466100;-1946065;-479965;323408;973035;0;;;
14443;CIA SANEAMENTO BASICO EST SAO PAULO;43.776.517/0001-80;Saneamento, Serv. Água e Gás;683509868;SBSP3;Ordinárias;2023;DFP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
14443;CIA SANEAMENTO BASICO EST SAO PAULO;43.776.517/0001-80;Saneamento, Serv. Água e Gás;683509868;SBSP3;Ordinárias;2024;DFP;61470957;7783450;61470957;8407842;807440;23205739;16919944;29857376;25572056;-16051866;9520190;-3174210;6345980;806672;-2398668;-1591996;4753984;4854352;-1771090;;;
14443;CIA SANEAMENTO BASICO EST SAO PAULO;43.776.517/0001-80;Saneamento, Serv. Água e Gás;683509868;SBSP3;Ordinárias;2023;DFP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
