CD_CVM;DENOM_CIA;CNPJ_CIA;SETOR_ATIV;Numero_Acoes;Ticker;Tipo_Acao;Ano;Versao;Ativo Total;Ativo Circulante;Passivo Total;Passivo Circulante;Empréstimos e Financiamentos - Circulante;Passivo Não Circulante;Empréstimos e Financiamentos - Não Circulante;Patrimônio Líquido Consolidado;Receita de Venda de Bens e/ou Serviços;Custo dos Bens e/ou Serviços Vendidos;Resultado Bruto;Resultado Antes do Resultado Financeiro e dos Tributos;Resultado Financeiro;Receitas Financeiras;Despesas Financeiras;Resultado Antes dos Tributos sobre o Lucro;Lucro/Prejuízo Consolidado do Período;Caixa Líquido Atividades Operacionais;Pagamento de Dividendos;Pagamento de Dividendos à Controladora;Pagamento de Dividendos a Acionistas Não Controladores;Pagamento de Juros sobre Capital Próprio
25089;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;18.328.118/0001-09;Comércio (Atacado e Varejo);451139910;PETZ3;Ordinárias;2024;DFP;3995411;1378657;3995411;760020;84560;1426498;387685;1808893;3173241;-1691453;1481788;-1353701;128087;83180;-184758;-101578;26509;429095;400000;;;
25100;CURY CONSTRUTORA E INCORPORADORA S.A.;08.797.760/0001-83;Construção Civil, Mat. Constr. e Decoração;291875088;CURY3;Ordinárias;2023;DFP;2798431;2063522;2798431;1067486;18487;853197;360082;877748;2257294;-1420402;836892;-407451;429441;64031;-88468;-24437;405004;347366;161348;;;
25100;CURY CONSTRUTORA E INCORPORADORA S.A.;08.797.760/0001-83;Construção Civil, Mat. Constr. e Decoração;291875088;CURY3;Ordinárias;2024;DFP;3092023;2212808;3092023;1088136;22734;1006907;489081;996980;2886172;-1790819;1095353;-513413;581940;86216;-100127;-13911;568029;455902;322947;;;
25119;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;12.181.987/0001-77;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;205513784;MELK3;Ordinárias;2023;DFP;2301121;1844235;2301121;601828;0;404080;118641;1295213;1029568;-794633;234935;-162187;72748;78899;-2896;76003;148751;-128718;-34484;;;
25119;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;12.181.987/0001-77;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;205513784;MELK3;Ordinárias;2024;DFP;2421373;1991437;2421373;685825;0;410844;139736;1324704;1183709;-939962;243747;-147033;96714;90080;-4458;85622;182336;-15215;41881;;;
25160;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;01.599.101/0001-93;Serviços Transporte e Logística;57060037;SEQL3;Ordinárias;2023;DFP;1982851;590655;1982851;516640;0;964822;777845;501389;1804323;-1490718;313605;-253211;60394;18770;-211119;-192349;-131955;51916;-477572;;;
25160;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;01.599.101/0001-93;Serviços Transporte e Logística;57060037;SEQL3;Ordinárias;2024;DFP;1561132;333835;1561132;791939;0;651627;385879;117566;744741;-831536;-86795;-616437;-703232;8405;-255281;-246876;-950108;-282489;-247197;;;
25186;GRUPO MATEUS S.A.;24.990.777/0001-09;Emp. Adm. Part. - Comércio (Atacado e Varejo);2244824887;GMAT3;Ordinárias;2023;DFP;13263938;8800267;13263938;2753346;301307;2968607;2895283;7541985;21768477;-16969435;4799042;-3433758;1365284;183666;-460636;-276970;1088314;977778;4901;;;
25186;GRUPO MATEUS S.A.;24.990.777/0001-09;Emp. Adm. Part. - Comércio (Atacado e Varejo);2244824887;GMAT3;Ordinárias;2024;DFP;16357296;10370535;16357296;4235730;394255;3348053;1313982;8773513;26773586;-20960658;5812928;-4130317;1682611;241997;-647320;-405323;1277288;954378;5008;;;
25186;GRUPO MATEUS S.A.;24.990.777/0001-09;Emp. Adm. Part. - Comércio (Atacado e Varejo);2244824887;GMAT3;Ordinárias;2023;DFP;13263938;8800267;13263938;2753346;301307;2968607;2895283;7541985;21768477;-16969435;4799042;-3433758;1365284;183666;-460636;-276970;1088314;977778;4901;;;
25186;GRUPO MATEUS S.A.;24.990.777/0001-09;Emp. Adm. Part. - Comércio (Atacado e Varejo);2244824887;GMAT3;Ordinárias;2024;DFP;16357296;10370535;16357296;4235730;394255;3348053;1313982;8773513;26773586;-20960658;5812928;-4130317;1682611;241997;-647320;-405323;1277288;954378;5008;;;
25208;TRACK & FIELD CO S.A.;59.418.806/0001-47;Têxtil e Vestuário;63762747;TFCO4;Preferenciais;2023;DFP;579859;427793;579859;166436;27388;85095;75600;328328;567426;-240656;326770;-201552;125218;10263;-15060;-4797;120421;68264;0;;;
25208;TRACK & FIELD CO S.A.;59.418.806/0001-47;Têxtil e Vestuário;63762747;TFCO4;Preferenciais;2024;DFP;682102;502705;682102;177724;34652;90745;84245;413633;683690;-289260;394430;-245716;148714;8966;-20750;-11784;136930;78528;0;;;
25232;MÉLIUZ S.A.;14.110.585/0001-07;Comunicação e Informática;112982523;CASH3;Ordinárias;2023;DFP;1357951;922992;1357951;471614;34984;87139;0;799198;320121;-416985;-96864;0;-96864;52342;-2792;49550;-47314;-43026;0;;;
25232;MÉLIUZ S.A.;14.110.585/0001-07;Comunicação e Informática;112982523;CASH3;Ordinárias;2024;DFP;978995;740911;978995;131572;38227;64936;496;782487;326589;-397659;-71070;0;-71070;54887;-3583;51304;-19766;-135033;0;;;
25259;ENJOEI S.A.;16.922.038/0001-51;Comércio (Atacado e Varejo);205017990;ENJU3;Ordinárias;2023;DFP;430696;357013;430696;42929;12921;6917;0;380850;138901;-90224;48677;-144434;-95757;40740;-11498;29242;-66515;-33624;0;;;
25259;ENJOEI S.A.;16.922.038/0001-51;Comércio (Atacado e Varejo);205017990;ENJU3;Ordinárias;2024;DFP;412862;296486;412862;60946;18607;12080;0;339836;194555;-97682;96873;-171866;-74993;36756;-14974;21782;-53211;-10068;0;;;
25275;ALPHAVILLE S.A.;16.811.931/0001-00;Construção Civil, Mat. Constr. e Decoração;195329766;AVLL3;Ordinárias;2023;DFP;1746464;667590;1746464;1203615;67989;935313;619469;-392464;265134;-229646;35488;-219043;-183555;12463;-232028;-219565;-403120;178714;0;;;
25275;ALPHAVILLE S.A.;16.811.931/0001-00;Construção Civil, Mat. Constr. e Decoração;195329766;AVLL3;Ordinárias;2024;DFP;1279172;418948;1279172;938658;63164;1112246;929013;-771732;478611;-314366;164245;-359747;-195502;18355;-383420;-365065;-560567;30897;0;;;
25283;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;12.528.708/0001-07;Máquinas, Equipamentos, Veículos e Peças;61387424;AERI3;Ordinárias;2023;DFP;4371157;3188855;4371157;1956006;0;1557566;1557566;857585;2911749;-2649461;262288;-81025;181263;183555;-505751;-322196;-140933;-13299;0;;;
25283;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;12.528.708/0001-07;Máquinas, Equipamentos, Veículos e Peças;61387424;AERI3;Ordinárias;2024;DFP;4014481;2724116;4014481;1695579;0;1180644;1146231;1138258;2831915;-2442913;389002;-124489;264513;122650;-514000;-391350;-126837;-198791;0;;;
25283;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;12.528.708/0001-07;Máquinas, Equipamentos, Veículos e Peças;61387424;AERI3;Ordinárias;2023;DFP;4371157;3188855;4371157;1956006;0;1557566;1557566;857585;2911749;-2649461;262288;-81025;181263;183555;-505751;-322196;-140933;-13299;0;;;
25283;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;12.528.708/0001-07;Máquinas, Equipamentos, Veículos e Peças;61387424;AERI3;Ordinárias;2024;DFP;4014481;2724116;4014481;1695579;0;1180644;1146231;1138258;2831915;-2442913;389002;-124489;264513;122650;-514000;-391350;-126837;-198791;0;;;
25330;ALLIED TECNOLOGIA S.A.;20.247.322/0001-47;Comércio (Atacado e Varejo);94735010;ALLD3;Ordinárias;2023;DFP;3688953;2567150;3688953;1529603;47162;659429;408395;1499921;5127781;-4355189;772592;-565183;207409;40454;-195516;-155062;52347;2100537;-124640;;;
25330;ALLIED TECNOLOGIA S.A.;20.247.322/0001-47;Comércio (Atacado e Varejo);94735010;ALLD3;Ordinárias;2024;DFP;3395751;2289747;3395751;1135058;51285;661527;462053;1599166;5854915;-5176618;678297;-461662;216635;44900;-162415;-117515;99120;2110635;-381382;;;
25330;ALLIED TECNOLOGIA S.A.;20.247.322/0001-47;Comércio (Atacado e Varejo);94735010;ALLD3;Ordinárias;2023;DFP;3688953;2567150;3688953;1529603;47162;659429;408395;1499921;5127781;-4355189;772592;-565183;207409;40454;-195516;-155062;52347;2100537;-124640;;;
25330;ALLIED TECNOLOGIA S.A.;20.247.322/0001-47;Comércio (Atacado e Varejo);94735010;ALLD3;Ordinárias;2024;DFP;3395751;2289747;3395751;1135058;51285;661527;462053;1599166;5854915;-5176618;678297;-461662;216635;44900;-162415;-117515;99120;2110635;-381382;;;
25399;NEOGRID PARTICIPAÇÕES S.A.;10.139.870/0001-08;Comunicação e Informática;8932885;NGRD3;Ordinárias;2023;DFP;708044;320609;708044;121568;22621;129040;34630;457436;265747;-95987;169760;-173842;-4082;30343;-24173;6170;2088;4471;0;;;
25399;NEOGRID PARTICIPAÇÕES S.A.;10.139.870/0001-08;Comunicação e Informática;8932885;NGRD3;Ordinárias;2024;DFP;659014;257842;659014;74831;18918;104679;13735;479504;268322;-95617;172705;-169898;2807;26983;-12447;14536;17343;8515;0;;;
25402;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;14.785.152/0001-51;Construção Civil, Mat. Constr. e Decoração;102942701;HBRE3;Ordinárias;2023;DFP;4281969;376955;4281969;315419;5284;1493086;1068171;2473464;140866;-22299;118567;106012;224579;44365;-121745;-77380;147199;89765;-67655;;;
25402;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;14.785.152/0001-51;Construção Civil, Mat. Constr. e Decoração;102942701;HBRE3;Ordinárias;2024;DFP;4689030;469345;4689030;284631;7424;1672901;1156951;2731498;153382;-29103;124279;309378;433657;30386;-127192;-96806;336851;-107838;-39757;;;
25461;GRUPO TOKY S.A.;31.553.627/0001-01;Comércio (Atacado e Varejo);122763403;TOKY3;Ordinárias;2023;DFP;906980;544896;906980;191278;12706;161653;0;554049;637059;-382871;254188;-350303;-96115;47027;-40750;6277;-89838;13135;0;;;
25461;GRUPO TOKY S.A.;31.553.627/0001-01;Comércio (Atacado e Varejo);122763403;TOKY3;Ordinárias;2024;DFP;798796;454729;798796;195375;10510;132394;0;471027;541944;-306765;235179;-321675;-86496;50217;-48866;1351;-85145;-82653;0;;;
25496;JALLES MACHADO S.A.;02.635.522/0001-95;Agricultura (Açúcar, Álcool e Cana);301547664;JALL3;Ordinárias;2023;DFP;4249872;1996487;4249872;736018;23980;2125125;1810520;1388729;1449073;-693741;755332;-3388;751944;119507;-417810;-298303;453641;645933;-417563;;;
25496;JALLES MACHADO S.A.;02.635.522/0001-95;Agricultura (Açúcar, Álcool e Cana);301547664;JALL3;Ordinárias;2024;DFP;6160219;2051383;6160219;830359;42531;3392616;3005099;1937244;1707488;-1160457;547031;429602;976633;176282;-445228;-268946;707687;615765;-382038;;;
25500;BEMOBI MOBILE TECH S.A.;09.042.817/0001-05;Comunicação e Informática;84383950;BMOB3;Ordinárias;2023;DFP;1349318;879896;1349318;259101;46254;31691;0;1058526;1475824;-1158813;317011;-218330;98681;66118;-28569;37549;136230;200912;0;;;
25500;BEMOBI MOBILE TECH S.A.;09.042.817/0001-05;Comunicação e Informática;84383950;BMOB3;Ordinárias;2024;DFP;1443377;928963;1443377;314623;47860;42412;0;1086342;1307844;-997409;310435;-215603;94832;62777;-25706;37071;131903;97705;0;;;
25526;CRUZEIRO DO SUL EDUCACIONAL S.A.;62.984.091/0001-02;Educação;364542552;CSED3;Ordinárias;2023;DFP;4707622;1121194;4707622;656683;143412;2645545;831242;1405394;2028320;-1080179;948141;-636495;311646;127976;-431582;-303606;8040;513684;-16620;;;
25526;CRUZEIRO DO SUL EDUCACIONAL S.A.;62.984.091/0001-02;Educação;364542552;CSED3;Ordinárias;2024;DFP;4515809;861873;4515809;796404;127201;2332922;645867;1386483;2297787;-1198011;1099776;-687637;412139;103862;-411645;-307783;104356;562809;-3855;;;
25534;OCEANPACT SERVIÇOS MARITIMOS S.A.;09.114.805/0001-30;Petróleo e Gás;199268185;OPCT3;Ordinárias;2023;DFP;2274211;524503;2274211;647565;60309;862987;740143;763659;1200957;-1013399;187558;-154883;32675;108221;-258780;-150559;-117884;34561;-129283;;;
25534;OCEANPACT SERVIÇOS MARITIMOS S.A.;09.114.805/0001-30;Petróleo e Gás;199268185;OPCT3;Ordinárias;2024;DFP;2383270;695407;2383270;564991;112532;1029910;914344;788369;1648883;-1273209;375674;-100430;275244;98040;-248890;-150850;124394;321956;-569458;;;
25550;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;11.421.994/0001-36;Saneamento, Serv. Água e Gás;96126871;ORVR3;Ordinárias;2023;DFP;2073296;580211;2073296;322882;0;1168947;977538;581467;626224;-438329;187895;-130390;57505;77221;-231580;-154359;-96854;12668;460000;;;
25550;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;11.421.994/0001-36;Saneamento, Serv. Água e Gás;96126871;ORVR3;Ordinárias;2024;DFP;2262344;592636;2262344;258431;0;1259320;1079806;744593;776276;-528599;247677;-57957;189720;80387;-199191;-118804;70916;35479;130000;;;
25550;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;11.421.994/0001-36;Saneamento, Serv. Água e Gás;96126871;ORVR3;Ordinárias;2023;DFP;2073296;580211;2073296;322882;0;1168947;977538;581467;626224;-438329;187895;-130390;57505;77221;-231580;-154359;-96854;12668;460000;;;
25550;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;11.421.994/0001-36;Saneamento, Serv. Água e Gás;96126871;ORVR3;Ordinárias;2024;DFP;2262344;592636;2262344;258431;0;1259320;1079806;744593;776276;-528599;247677;-57957;189720;80387;-199191;-118804;70916;35479;130000;;;
25585;CSN MINERAÇÃO S.A.;08.902.291/0001-15;Extração Mineral;5432044538;CMIN3;Ordinárias;2023;DFP;25053595;9617117;25053595;4642823;82196;9017345;7350418;11393427;13272564;-7083267;6189297;-1436726;4752571;344247;-1116416;-772169;3980402;-584552;-22656;;;
25585;CSN MINERAÇÃO S.A.;08.902.291/0001-15;Extração Mineral;5432044538;CMIN3;Ordinárias;2024;DFP;29690605;12987583;29690605;6069785;92972;12922123;7733799;10698697;18880426;-9839057;9041369;-3004994;6036375;536481;-1766298;-1229817;4806558;8246363;-18763;;;
25640;AUREN PARTICIPAÇÕES S.A.;37.663.076/0001-07;Energia Elétrica;1044977974;AURE3;Ordinárias;2023;DFP;18932446;4778502;18932446;1840305;0;11518346;10017897;5573795;2845057;-1972535;872522;-174671;697851;392246;-700878;-308632;389219;-1024850;-75484;;;
25640;AUREN PARTICIPAÇÕES S.A.;37.663.076/0001-07;Energia Elétrica;1044977974;AURE3;Ordinárias;2024;DFP;19479920;2772206;19479920;3332411;0;10568086;9149383;5579423;3431516;-2196958;1234558;-193998;1040560;485567;-1117787;-632220;408340;1583885;-9739;;;
25690;HOSPITAL MATER DEI S.A.;16.676.520/0001-59;Serviços Médicos;333548825;MATD3;Ordinárias;2023;DFP;4933164;1160148;4933164;443433;70504;2787109;1150207;1702622;1763132;-1139945;623187;-285285;337902;90426;-242494;-152068;185834;98322;-118478;;;
25690;HOSPITAL MATER DEI S.A.;16.676.520/0001-59;Serviços Médicos;333548825;MATD3;Ordinárias;2024;DFP;5171451;1258173;5171451;485575;74904;2931652;1202660;1754224;2187665;-1475816;711849;-288240;423609;59459;-274275;-214816;208793;157209;-29344;;;
25704;BOA SAFRA SEMENTES S.A.;10.807.374/0001-77;Alimentos;134520344;SOJA3;Ordinárias;2023;DFP;1449473;937849;1449473;292280;8928;200071;187964;957122;1771465;-1538169;233296;-46760;186536;49722;-44213;5509;192045;36868;-1696;;;
25704;BOA SAFRA SEMENTES S.A.;10.807.374/0001-77;Alimentos;134520344;SOJA3;Ordinárias;2024;DFP;2364604;1555426;2364604;344162;9899;547935;535057;1472507;2078749;-1770842;307907;-54396;253511;88276;-87292;984;254495;115666;-4401;;;
25712;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;09.229.201/0001-30;Emp. Adm. Part. - Sem Setor Principal;677280702;GGPS3;Ordinárias;2023;DFP;8996499;5198747;8996499;1960993;0;4443241;2967313;2592265;9218683;-7693449;1525234;-594168;931066;268605;-425998;-157393;773673;403541;0;;;
25712;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;09.229.201/0001-30;Emp. Adm. Part. - Sem Setor Principal;677280702;GGPS3;Ordinárias;2024;DFP;10019062;5475713;10019062;2450842;0;4579939;2551965;2988281;10631154;-8793786;1837368;-699136;1138232;447982;-670488;-222506;915726;423857;0;;;
25747;INFRACOMMERCE CXAAS S.A.;38.456.921/0001-36;Comércio (Atacado e Varejo);104756826;IFCM3;Ordinárias;2023;DFP;3209582;997882;3209582;1006037;55910;760201;300900;1443344;891301;-512426;378875;-463255;-84380;40743;-219769;-179026;-263406;160887;-86639;;;
25747;INFRACOMMERCE CXAAS S.A.;38.456.921/0001-36;Comércio (Atacado e Varejo);104756826;IFCM3;Ordinárias;2024;DFP;3443461;1131846;3443461;1027165;49783;796427;437582;1619869;1072489;-617267;455222;-473939;-18717;62322;-334428;-272106;-290823;281757;-140521;;;
25763;VITTIA S.A.;45.365.558/0001-09;Agricultura (Açúcar, Álcool e Cana);147183039;VITT3;Ordinárias;2023;DFP;958471;648351;958471;293204;20206;84876;84615;580391;851191;-524720;326471;-145202;181269;59015;-69803;-10788;170481;119979;0;;;
25763;VITTIA S.A.;45.365.558/0001-09;Agricultura (Açúcar, Álcool e Cana);147183039;VITT3;Ordinárias;2024;DFP;925757;571633;925757;277657;17908;27728;27391;620372;756109;-480926;275183;-176204;98979;59728;-64392;-4664;94315;146705;0;;;
25780;PETRORECÔNCAVO S.A.;03.342.704/0001-30;Emp. Adm. Part. - Petróleo e Gás;292973655;RECV3;Ordinárias;2023;DFP;6585094;2132604;6585094;1391367;60848;1383225;641570;3810502;2975939;-1534412;1441527;-183327;1258200;180694;-114294;66400;1324600;1506150;-704675;;;
25780;PETRORECÔNCAVO S.A.;03.342.704/0001-30;Emp. Adm. Part. - Petróleo e Gás;292973655;RECV3;Ordinárias;2024;DFP;6829184;1147431;6829184;1065860;86647;1245441;760208;4517883;2814361;-1916661;897700;-217883;679817;187051;-138039;49012;728829;1391806;-331;;;
25836;DOTZ S.A.;18.174.270/0001-84;Comunicação e Informática;13056683;DOTZ3;Ordinárias;2023;DFP;394106;251428;394106;362734;24900;200803;44082;-169431;139111;-14813;124298;-229112;-104814;37512;-27109;10403;-94411;-92222;63781;;;
25836;DOTZ S.A.;18.174.270/0001-84;Comunicação e Informática;13056683;DOTZ3;Ordinárias;2024;DFP;282312;140802;282312;338319;11166;173927;19870;-229934;138661;-19692;118969;-177462;-58493;31742;-33614;-1872;-60365;-88424;55307;;;
25860;BRBI BR PARTNERS S.A;10.739.356/0001-03;Emp. Adm. Part. - Bancos;104995704;BRBI11;Outras;2023;DFP;7871055;7784829;7871055;7066838;0;0;0;804217;251046;0;251046;-181283;69763;3427169;-3264712;162457;232220;155301;-1230;;;
25860;BRBI BR PARTNERS S.A;10.739.356/0001-03;Emp. Adm. Part. - Bancos;104995704;BRBI11;Outras;2024;DFP;10745707;10657928;10745707;9924890;0;0;0;820817;246665;0;246665;-235584;11081;6310038;-6120890;189148;200229;232787;0;;;
25917;RAÍZEN S.A.;33.453.598/0001-23;Comércio (Atacado e Varejo);1349427220;RAIZ4;Preferenciais;2023;DFP;100344344;47045340;100344344;40415207;1090396;37670229;28716507;22258908;191269874;-179570862;11699012;-5528649;6170363;2431104;-4399615;-1968511;4201852;13913960;-6775276;;;
25917;RAÍZEN S.A.;33.453.598/0001-23;Comércio (Atacado e Varejo);1349427220;RAIZ4;Preferenciais;2024;DFP;111551463;47482431;111551463;44830685;1278828;43816617;32755533;22904161;245831790;-230564083;15267707;-7181366;8086341;2167658;-6990419;-4822761;3263580;13056274;0;;;
25984;COMPANHIA BRASILEIRA DE ALUMÍNIO;61.409.892/0001-73;Extração Mineral;651072697;CBAV3;Ordinárias;2023;DFP;12274705;4270276;12274705;2187580;170926;4763648;2876680;5323477;8824627;-7175365;1649262;-516875;1132387;736652;-738712;-2060;1130327;754779;-511535;;;
25984;COMPANHIA BRASILEIRA DE ALUMÍNIO;61.409.892/0001-73;Extração Mineral;651072697;CBAV3;Ordinárias;2024;DFP;13561932;4862397;13561932;2056235;198723;6801545;4269276;4704152;7348067;-7272308;75759;-961680;-885921;625698;-719776;-94078;-979999;-303641;-299303;;;
26000;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;40.337.136/0001-06;Agricultura (Açúcar, Álcool e Cana);96207075;LAND3;Ordinárias;2023;DFP;974760;51943;974760;101244;0;87582;0;785934;95011;-6791;88220;-32108;56112;5484;-16184;-10700;45412;45574;0;;;
26000;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;40.337.136/0001-06;Agricultura (Açúcar, Álcool e Cana);96207075;LAND3;Ordinárias;2024;DFP;942362;34927;942362;65341;0;162600;64772;714421;91726;-5133;86593;-27166;59427;5163;-16509;-11346;48081;53715;0;;;
26026;DESKTOP S.A.;08.170.849/0001-15;Telecomunicações;115892566;DESK3;Ordinárias;2023;DFP;2520418;393219;2520418;453927;41926;1114622;789798;951869;710765;-290515;420250;-200856;219394;48701;-194407;-145706;73688;88471;-344807;;;
26026;DESKTOP S.A.;08.170.849/0001-15;Telecomunicações;115892566;DESK3;Ordinárias;2024;DFP;3247841;611739;3247841;482101;47920;1471606;1038602;1294134;986391;-361892;624499;-296290;328209;32105;-235049;-202944;125265;205706;-62040;;;
26050;UNIFIQUE TELECOMUNICAÇÕES S.A.;02.255.187/0001-08;Emp. Adm. Part. - Telecomunicações;353104568;FIQE3;Ordinárias;2023;DFP;1919412;705427;1919412;381770;25981;540368;284773;997274;678448;-362689;315759;-134000;181759;82543;-92565;-10022;171737;338567;-121167;;;
26050;UNIFIQUE TELECOMUNICAÇÕES S.A.;02.255.187/0001-08;Emp. Adm. Part. - Telecomunicações;353104568;FIQE3;Ordinárias;2024;DFP;2016925;552708;2016925;399274;38972;520270;215303;1097381;883156;-485737;397419;-175521;221898;66010;-96348;-30338;191560;432792;-102398;;;
26123;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;12.104.241/0004-02;Serviços Médicos;637029210;ONCO3;Ordinárias;2023;DFP;8219779;2826829;8219779;1883279;100574;3704044;3071177;2632456;4088252;-2636145;1452107;-981542;470565;141081;-490106;-349025;121540;-271644;733467;;;
26123;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;12.104.241/0004-02;Serviços Médicos;637029210;ONCO3;Ordinárias;2024;DFP;9181154;3105442;9181154;1816458;129407;4685325;4081226;2679371;5488776;-3560200;1928576;-1170558;758018;240048;-695548;-455500;302518;-51563;1544422;;;
26247;WILSON SONS S.A.;33.130.691/0001-05;Emp. Adm. Part. - Serviços Transporte e Logística;442931900;PORT3;Ordinárias;2023;DFP;5731104;872083;5731104;805409;110505;2577183;2261657;2348512;2271892;-1253950;1017942;-411718;606224;50631;-181411;-130780;475444;580648;-252954;;;
26247;WILSON SONS S.A.;33.130.691/0001-05;Emp. Adm. Part. - Serviços Transporte e Logística;442931900;PORT3;Ordinárias;2024;DFP;5766860;945920;5766860;876773;122382;2536231;2173009;2353856;2427182;-1327636;1099546;-419386;680160;39685;-176898;-137213;542947;677051;-303767;;;
27693;BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;04.601.397/0001-28;Telecomunicações;438007537;BRST3;Ordinárias;2023;DFP;3056216;777481;3056216;452144;46377;1243162;1066442;1360910;959515;-556169;403346;-241153;162193;129133;-188576;-59443;102750;247479;300000;;;
